time,latitude,longitude,value
2022-10-01,34.75,24.5,1.956771234798421e-08
2022-10-01,34.75,24.75,2.463777818946619e-08
2022-10-01,34.75,25.0,2.9672180780990897e-08
2022-10-01,34.75,25.25,2.7106729167434312e-08
2022-10-01,34.75,25.5,2.7754412029801495e-08
2022-10-01,34.75,25.75,2.24686082954526e-08
2022-10-01,34.75,26.0,1.867566459244745e-08
2022-10-01,34.75,26.25,1.445759511934891e-08
2022-10-01,34.75,26.5,9.725398833175216e-09
2022-10-01,34.75,26.75,9.274706595521677e-09
2022-10-01,34.75,27.0,7.876328924943884e-09
2022-10-01,34.75,27.25,4.332168999600802e-09
2022-10-01,34.75,27.5,7.927026704519714e-09
2022-10-01,34.75,27.75,7.458812977994283e-09
2022-10-01,34.75,28.0,6.982053270165522e-09
2022-10-01,34.75,28.25,5.039800990633915e-09
2022-10-01,35.0,19.0,2e-09
2022-10-01,35.0,19.25,9.620443594646433e-09
2022-10-01,35.0,19.5,6.420800807083581e-09
2022-10-01,35.0,19.75,2.0364992332319206e-09
2022-10-01,35.0,20.0,7.918905172295375e-09
2022-10-01,35.0,20.25,5.111838887792076e-09
2022-10-01,35.0,20.5,7.996342334102193e-09
2022-10-01,35.0,20.75,6.355162510485234e-09
2022-10-01,35.0,21.0,8.927236740712892e-09
2022-10-01,35.0,21.25,7.0529140767961274e-09
2022-10-01,35.0,21.5,7.149132009050832e-09
2022-10-01,35.0,21.75,6.880919233488548e-09
2022-10-01,35.0,22.0,9.134764689580664e-09
2022-10-01,35.0,22.25,3.895753478551723e-09
2022-10-01,35.0,22.5,9.095926805585443e-09
2022-10-01,35.0,22.75,8.230447905208993e-09
2022-10-01,35.0,23.0,6.009072380704251e-09
2022-10-01,35.0,23.25,7.949348336815748e-09
2022-10-01,35.0,23.5,8.545816675701143e-09
2022-10-01,35.0,23.75,1.2176317211106828e-08
2022-10-01,35.0,24.0,1.7837389776195497e-08
2022-10-01,35.0,24.25,1.938420131476417e-08
2022-10-01,35.0,24.5,2.76804608246003e-08
2022-10-01,35.0,24.75,3.27366102682919e-08
2022-10-01,35.0,25.0,3.4854689526610786e-08
2022-10-01,35.0,25.25,3.683753207334245e-08
2022-10-01,35.0,25.5,3.0783071501051234e-08
2022-10-01,35.0,25.75,2.7782970121969173e-08
2022-10-01,35.0,26.0,2.6166037889487293e-08
2022-10-01,35.0,26.25,1.6118236888867542e-08
2022-10-01,35.0,26.5,1.189154766424242e-08
2022-10-01,35.0,26.75,9.564325486831793e-09
2022-10-01,35.0,27.0,9.21904213781901e-09
2022-10-01,35.0,27.25,5.897746863604585e-09
2022-10-01,35.0,27.5,6.2963839393302566e-09
2022-10-01,35.0,27.75,2.999334959066917e-09
2022-10-01,35.0,28.0,4.409658524011794e-09
2022-10-01,35.0,28.25,4.449836897835752e-09
2022-10-01,35.25,19.0,4.523843611041168e-09
2022-10-01,35.25,19.25,6.013457161130806e-09
2022-10-01,35.25,19.5,8.380528236306397e-09
2022-10-01,35.25,19.75,6.140330556194379e-09
2022-10-01,35.25,20.0,4.184445079443489e-09
2022-10-01,35.25,20.25,7.441809916179457e-09
2022-10-01,35.25,20.5,7.290423196362913e-09
2022-10-01,35.25,20.75,4.021189990187036e-09
2022-10-01,35.25,21.0,7.246705106751046e-09
2022-10-01,35.25,21.25,4.704671008228453e-09
2022-10-01,35.25,21.5,5.622559483830994e-09
2022-10-01,35.25,21.75,5.405129025275394e-09
2022-10-01,35.25,22.0,8.653329869461123e-09
2022-10-01,35.25,22.25,5.249415366058667e-09
2022-10-01,35.25,22.5,6.364483239431197e-09
2022-10-01,35.25,22.75,7.586481879063896e-09
2022-10-01,35.25,23.0,9.782822500724903e-09
2022-10-01,35.25,23.25,1.101251868468211e-08
2022-10-01,35.25,23.5,8.190774691607516e-09
2022-10-01,35.25,23.75,1.5743915227732684e-08
2022-10-01,35.25,24.0,1.8290596676785133e-08
2022-10-01,35.25,24.25,2.577921916550741e-08
2022-10-01,35.25,24.5,3.1573451466552645e-08
2022-10-01,35.25,24.75,3.3566130344951864e-08
2022-10-01,35.25,25.0,3.7883317807441755e-08
2022-10-01,35.25,25.25,3.725537558998032e-08
2022-10-01,35.25,25.5,3.5625515756137026e-08
2022-10-01,35.25,25.75,3.305844984820774e-08
2022-10-01,35.25,26.0,2.3647432787065865e-08
2022-10-01,35.25,26.25,1.649205440580057e-08
2022-10-01,35.25,26.5,1.869854174585419e-08
2022-10-01,35.25,26.75,8.336339865197057e-09
2022-10-01,35.25,27.0,8.607491943973075e-09
2022-10-01,35.25,27.25,7.629770713406139e-09
2022-10-01,35.25,27.5,4.576441613686471e-09
2022-10-01,35.25,27.75,8.684439529722111e-09
2022-10-01,35.25,28.0,9.180654654790929e-09
2022-10-01,35.25,28.25,6.7764313912820705e-09
2022-10-01,35.5,19.0,7.427752571862871e-09
2022-10-01,35.5,19.25,6.969263056007333e-09
2022-10-01,35.5,19.5,3.643267614921097e-09
2022-10-01,35.5,19.75,7.814917426254867e-09
2022-10-01,35.5,20.0,4.721434635349633e-09
2022-10-01,35.5,20.25,5.317795438553989e-09
2022-10-01,35.5,20.5,8.134640627575236e-09
2022-10-01,35.5,20.75,9.233711157809003e-09
2022-10-01,35.5,21.0,5.505905093944207e-09
2022-10-01,35.5,21.25,9.682633113267769e-09
2022-10-01,35.5,21.5,1.098723687248938e-08
2022-10-01,35.5,21.75,7.670511394166735e-09
2022-10-01,35.5,22.0,7.163015930442363e-09
2022-10-01,35.5,22.25,7.766612258408371e-09
2022-10-01,35.5,22.5,6.577817467392559e-09
2022-10-01,35.5,22.75,5.816239167209168e-09
2022-10-01,35.5,23.0,9.361198462460028e-09
2022-10-01,35.5,23.25,1.043061863468632e-08
2022-10-01,35.5,23.5,9.632826612533686e-09
2022-10-01,35.5,23.75,1.2751954863087017e-08
2022-10-01,35.5,24.0,1.660112049407309e-08
2022-10-01,35.5,24.25,2.1932004428749763e-08
2022-10-01,35.5,24.5,2.7312011239714632e-08
2022-10-01,35.5,24.75,3.1343048731463666e-08
2022-10-01,35.5,25.0,3.9392311846933735e-08
2022-10-01,35.5,25.25,3.6847894137664135e-08
2022-10-01,35.5,25.5,3.4779996910093084e-08
2022-10-01,35.5,25.75,3.326704878254484e-08
2022-10-01,35.5,26.0,2.260416178893568e-08
2022-10-01,35.5,26.25,1.927783022642245e-08
2022-10-01,35.5,26.5,1.0920304299782052e-08
2022-10-01,35.5,26.75,9.44971708041195e-09
2022-10-01,35.5,27.0,1.0410143163048574e-08
2022-10-01,35.5,27.25,7.488933697069055e-09
2022-10-01,35.5,27.5,4.621645122596418e-09
2022-10-01,35.5,27.75,4.2235531285899594e-09
2022-10-01,35.5,28.0,8.028437425401408e-09
2022-10-01,35.5,28.25,5.378228062874299e-09
2022-10-01,35.75,19.0,9.072967175539264e-09
2022-10-01,35.75,19.25,8.231514586686093e-09
2022-10-01,35.75,19.5,7.001945910921533e-09
2022-10-01,35.75,19.75,7.525589275222075e-09
2022-10-01,35.75,20.0,9.214480127468916e-09
2022-10-01,35.75,20.25,7.730789670483038e-09
2022-10-01,35.75,20.5,5.705763810445541e-09
2022-10-01,35.75,20.75,8.35329617777999e-09
2022-10-01,35.75,21.0,6.938877761890671e-09
2022-10-01,35.75,21.25,7.1937355612657754e-09
2022-10-01,35.75,21.5,8.848122793622238e-09
2022-10-01,35.75,21.75,8.351694632940831e-09
2022-10-01,35.75,22.0,9.778362436825444e-09
2022-10-01,35.75,22.25,7.3246425077416955e-09
2022-10-01,35.75,22.5,6.831945622228058e-09
2022-10-01,35.75,22.75,7.230989893356554e-09
2022-10-01,35.75,23.0,9.076783892042671e-09
2022-10-01,35.75,23.25,7.433834956690193e-09
2022-10-01,35.75,23.5,9.81891972071448e-09
2022-10-01,35.75,23.75,1.1282200707331534e-08
2022-10-01,35.75,24.0,1.502236196158832e-08
2022-10-01,35.75,24.25,2.0829970303986237e-08
2022-10-01,35.75,24.5,3.1074563396231334e-08
2022-10-01,35.75,24.75,2.9626006257198823e-08
2022-10-01,35.75,25.0,3.3456714421570714e-08
2022-10-01,35.75,25.25,3.316902141906664e-08
2022-10-01,35.75,25.5,3.0174969680437446e-08
2022-10-01,35.75,25.75,2.6357248284190448e-08
2022-10-01,35.75,26.0,2.5345947673912238e-08
2022-10-01,35.75,26.25,1.6200390336892182e-08
2022-10-01,35.75,26.5,1.6350140295815787e-08
2022-10-01,35.75,26.75,1.1907352967528685e-08
2022-10-01,35.75,27.0,7.318432044778957e-09
2022-10-01,35.75,27.25,6.972479874738087e-09
2022-10-01,35.75,27.5,6.980959092436443e-09
2022-10-01,35.75,27.75,5.551123591944654e-09
2022-10-01,35.75,28.0,1.0037319969067972e-08
2022-10-01,35.75,28.25,8.521709547686691e-09
2022-10-01,36.0,19.0,9.120889793674688e-09
2022-10-01,36.0,19.25,5.959203669131178e-09
2022-10-01,36.0,19.5,8.994063192869281e-09
2022-10-01,36.0,19.75,6.9583934908238115e-09
2022-10-01,36.0,20.0,1.2985815683238441e-08
2022-10-01,36.0,20.25,7.871148578918525e-09
2022-10-01,36.0,20.5,8.637590193234691e-09
2022-10-01,36.0,20.75,8.914172677621153e-09
2022-10-01,36.0,21.0,7.120091582908705e-09
2022-10-01,36.0,21.25,7.300993187148726e-09
2022-10-01,36.0,21.5,7.305103378142176e-09
2022-10-01,36.0,21.75,9.840625627418696e-09
2022-10-01,36.0,22.0,6.646706091281473e-09
2022-10-01,36.0,22.25,7.825037533801842e-09
2022-10-01,36.0,22.5,8.876719209480772e-09
2022-10-01,36.0,22.75,7.519107655173591e-09
2022-10-01,36.0,23.0,5.879092784103492e-09
2022-10-01,36.0,23.25,6.826164193592804e-09
2022-10-01,36.0,23.5,9.480771810462983e-09
2022-10-01,36.0,23.75,1.013125157079667e-08
2022-10-01,36.0,24.0,1.6605913762489863e-08
2022-10-01,36.0,24.25,1.7925350021117976e-08
2022-10-01,36.0,24.5,2.131977303501121e-08
2022-10-01,36.0,24.75,2.2332077375455036e-08
2022-10-01,36.0,25.0,2.719673581242155e-08
2022-10-01,36.0,25.25,2.542115472332476e-08
2022-10-01,36.0,25.5,2.24674912149024e-08
2022-10-01,36.0,25.75,2.0079231664989733e-08
2022-10-01,36.0,26.0,2.2667146634086373e-08
2022-10-01,36.0,26.25,1.3318559578805625e-08
2022-10-01,36.0,26.5,1.0180434543104668e-08
2022-10-01,36.0,26.75,1.2470431609203356e-08
2022-10-01,36.0,27.0,1.0551948641335096e-08
2022-10-01,36.0,27.25,7.904041636096652e-09
2022-10-01,36.0,27.5,1.0994741258760512e-08
2022-10-01,36.0,27.75,5.130577610639939e-09
2022-10-01,36.0,28.0,7.078826076810376e-09
2022-10-01,36.0,28.25,4.7168769290004615e-09
2022-10-01,36.25,19.0,1.1154225549359054e-08
2022-10-01,36.25,19.25,8.478173827928882e-09
2022-10-01,36.25,19.5,1.3622922375276418e-08
2022-10-01,36.25,19.75,9.32527906248027e-09
2022-10-01,36.25,20.0,9.364788217448588e-09
2022-10-01,36.25,20.25,6.134132432782879e-09
2022-10-01,36.25,20.5,6.049120715045978e-09
2022-10-01,36.25,20.75,7.475894326777983e-09
2022-10-01,36.25,21.0,1.031420552862769e-08
2022-10-01,36.25,21.25,6.4186782577124785e-09
2022-10-01,36.25,21.5,3.741168536718899e-09
2022-10-01,36.25,21.75,1.0280775068585033e-08
2022-10-01,36.25,22.0,1.04226509172267e-08
2022-10-01,36.25,22.25,6.757763053209261e-09
2022-10-01,36.25,22.5,9.570412758656309e-09
2022-10-01,36.25,22.75,1.1089447921548632e-08
2022-10-01,36.25,23.0,1.1456678847780223e-08
2022-10-01,36.25,23.25,6.3731498377594334e-09
2022-10-01,36.25,23.5,1.0390127662483582e-08
2022-10-01,36.25,23.75,9.793874131646653e-09
2022-10-01,36.25,24.0,1.4820852944728262e-08
2022-10-01,36.25,24.25,1.4946121600944775e-08
2022-10-01,36.25,24.5,1.4314700450616277e-08
2022-10-01,36.25,24.75,1.8673868849597707e-08
2022-10-01,36.25,25.0,2.0632680339620392e-08
2022-10-01,36.25,25.25,1.6225967795086023e-08
2022-10-01,36.25,25.5,1.550985270142027e-08
2022-10-01,36.25,25.75,1.5010420054549952e-08
2022-10-01,36.25,26.0,1.3604127916543624e-08
2022-10-01,36.25,26.25,1.1049351387024458e-08
2022-10-01,36.25,26.5,6.882297012718302e-09
2022-10-01,36.25,26.75,6.312793991403454e-09
2022-10-01,36.25,27.0,8.741703083558625e-09
2022-10-01,36.25,27.25,9.298388857266074e-09
2022-10-01,36.25,27.5,6.490023024091188e-09
2022-10-01,36.25,27.75,8.560733891046672e-09
2022-10-01,36.25,28.0,1.2019413682510313e-08
2022-10-01,36.25,28.25,7.769295227034322e-09
2022-10-01,36.5,19.0,7.673882549183352e-09
2022-10-01,36.5,19.25,7.146554685286446e-09
2022-10-01,36.5,19.5,9.55161427938578e-09
2022-10-01,36.5,19.75,9.085649250625497e-09
2022-10-01,36.5,20.0,9.171225911571993e-09
2022-10-01,36.5,20.25,7.961441185972361e-09
2022-10-01,36.5,20.5,9.651554056890496e-09
2022-10-01,36.5,20.75,9.778227189100572e-09
2022-10-01,36.5,21.0,8.782800093267737e-09
2022-10-01,36.5,21.25,1.1566550635031758e-08
2022-10-01,36.5,21.5,6.1647772910483964e-09
2022-10-01,36.5,21.75,1.0864477329772424e-08
2022-10-01,36.5,22.0,9.224456875752672e-09
2022-10-01,36.5,22.25,1.1275720669884896e-08
2022-10-01,36.5,22.5,1.3585362744308577e-08
2022-10-01,36.5,22.75,1.0071483196213662e-08
2022-10-01,36.5,23.0,9.953425310667561e-09
2022-10-01,36.5,23.25,1.077280955319313e-08
2022-10-01,36.5,23.5,1.4188875848965812e-08
2022-10-01,36.5,23.75,1.5133016441612624e-08
2022-10-01,36.5,24.0,1.3027024910988048e-08
2022-10-01,36.5,24.25,1.4759586258369633e-08
2022-10-01,36.5,24.5,1.7852142823902792e-08
2022-10-01,36.5,24.75,1.5875479919323062e-08
2022-10-01,36.5,25.0,1.1970939843044953e-08
2022-10-01,36.5,25.25,1.3150087566454073e-08
2022-10-01,36.5,25.5,1.3140744535699906e-08
2022-10-01,36.5,25.75,1.390445475060311e-08
2022-10-01,36.5,26.0,1.0803611398680821e-08
2022-10-01,36.5,26.25,1.372991781297617e-08
2022-10-01,36.5,26.5,9.08547001620408e-09
2022-10-01,36.5,26.75,1.2688263558436691e-08
2022-10-01,36.5,27.0,7.794572459139621e-09
2022-10-01,36.5,27.25,1.1704091628618376e-08
2022-10-01,36.5,27.5,9.255248850933032e-09
2022-10-01,36.5,27.75,1.1745782183484656e-08
2022-10-01,36.5,28.0,1.2839197877308352e-08
2022-10-01,36.5,28.25,1.24140096358202e-08
2022-10-01,36.75,19.0,1.1345938065975689e-08
2022-10-01,36.75,19.25,7.695811193676655e-09
2022-10-01,36.75,19.5,7.591018699825018e-09
2022-10-01,36.75,19.75,2.7873298169439487e-09
2022-10-01,36.75,20.0,1.2417077310475956e-08
2022-10-01,36.75,20.25,1.2152318200219664e-08
2022-10-01,36.75,20.5,1.189326739279064e-08
2022-10-01,36.75,20.75,7.788949145875408e-09
2022-10-01,36.75,21.0,1.6144850316325277e-08
2022-10-01,36.75,21.25,9.467764007485032e-09
2022-10-01,36.75,21.5,1.2927604211320696e-08
2022-10-01,36.75,21.75,8.0178070324174e-09
2022-10-01,36.75,22.0,1.0212467747812814e-08
2022-10-01,36.75,22.25,1.4134085175816892e-08
2022-10-01,36.75,22.5,1.3990303150628551e-08
2022-10-01,36.75,22.75,1.0101374673008758e-08
2022-10-01,36.75,23.0,1.2792217863749797e-08
2022-10-01,36.75,23.25,1.5982693443081912e-08
2022-10-01,36.75,23.5,1.0488183462652198e-08
2022-10-01,36.75,23.75,1.620958067821879e-08
2022-10-01,36.75,24.0,1.1475496969678771e-08
2022-10-01,36.75,24.25,1.5741043281131144e-08
2022-10-01,36.75,24.5,1.3516346609658114e-08
2022-10-01,36.75,24.75,1.5612813738479222e-08
2022-10-01,36.75,25.0,1.2015913677540958e-08
2022-10-01,36.75,25.25,1.180278586862222e-08
2022-10-01,36.75,25.5,1.1196496178582415e-08
2022-10-01,36.75,25.75,9.323335754818652e-09
2022-10-01,36.75,26.0,1.0113356394958624e-08
2022-10-01,36.75,26.25,8.070542712940577e-09
2022-10-01,36.75,26.5,8.606411400560225e-09
2022-10-01,36.75,26.75,1.0903071625909929e-08
2022-10-01,36.75,27.0,8.663194093745006e-09
2022-10-01,36.75,27.25,1.145861595203818e-08
2022-10-01,36.75,27.5,1.0661187241284509e-08
2022-10-01,36.75,27.75,1.08927096699074e-08
2022-10-01,36.75,28.0,6.8196075718450085e-09
2022-10-01,36.75,28.25,1.0026287235182331e-08
2022-10-01,37.0,19.0,1.2527547601571876e-08
2022-10-01,37.0,19.25,1.1445726004471458e-08
2022-10-01,37.0,19.5,1.2159228599761458e-08
2022-10-01,37.0,19.75,1.2874451762803281e-08
2022-10-01,37.0,20.0,6.8171504781436514e-09
2022-10-01,37.0,20.25,1.14871238462793e-08
2022-10-01,37.0,20.5,1.1997522273014832e-08
2022-10-01,37.0,20.75,1.1200115729485258e-08
2022-10-01,37.0,21.0,9.748465099247865e-09
2022-10-01,37.0,21.25,1.3602527245768692e-08
2022-10-01,37.0,21.5,1.364557683279096e-08
2022-10-01,37.0,21.75,1.8436251126175773e-08
2022-10-01,37.0,22.0,1.7322036377285484e-08
2022-10-01,37.0,22.25,1.3941484893247306e-08
2022-10-01,37.0,22.5,1.2991187227203969e-08
2022-10-01,37.0,22.75,1.4174409422468336e-08
2022-10-01,37.0,23.0,1.6920929739981665e-08
2022-10-01,37.0,23.25,1.6719671152173583e-08
2022-10-01,37.0,23.5,2.320720106685158e-08
2022-10-01,37.0,23.75,1.69107422272902e-08
2022-10-01,37.0,24.0,1.866802898050053e-08
2022-10-01,37.0,24.25,1.795836886033583e-08
2022-10-01,37.0,24.5,1.6946183509519342e-08
2022-10-01,37.0,24.75,1.2560416869328724e-08
2022-10-01,37.0,25.0,1.2610852374825753e-08
2022-10-01,37.0,25.25,1.2361855913957332e-08
2022-10-01,37.0,25.5,1.1875203266266037e-08
2022-10-01,37.0,25.75,9.436348515781309e-09
2022-10-01,37.0,26.0,9.623853152901152e-09
2022-10-01,37.0,26.25,1.0444286998863128e-08
2022-10-01,37.0,26.5,1.377187533088204e-08
2022-10-01,37.0,26.75,7.218196244453761e-09
2022-10-01,37.0,27.0,1.1087876768363333e-08
2022-10-01,37.0,27.25,1.288499530649402e-08
2022-10-01,37.0,27.5,6.724698965150508e-09
2022-10-01,37.0,27.75,1.259988162419613e-08
2022-10-01,37.0,28.0,1.2524506430669691e-08
2022-10-01,37.0,28.25,9.756614976690618e-09
2022-10-01,37.25,19.0,1.2015375348772224e-08
2022-10-01,37.25,19.25,1.3137936082025772e-08
2022-10-01,37.25,19.5,9.87977380913238e-09
2022-10-01,37.25,19.75,1.0897057384097754e-08
2022-10-01,37.25,20.0,8.652776896540034e-09
2022-10-01,37.25,20.25,1.0187270761256844e-08
2022-10-01,37.25,20.5,1.2895430621612256e-08
2022-10-01,37.25,20.75,1.4072291208058508e-08
2022-10-01,37.25,21.0,1.9327698066516772e-08
2022-10-01,37.25,21.25,1.7230656038992272e-08
2022-10-01,37.25,21.5,1.65278768824035e-08
2022-10-01,37.25,21.75,2.1652633674423783e-08
2022-10-01,37.25,22.0,2.2023745364589312e-08
2022-10-01,37.25,22.25,2.107130258484624e-08
2022-10-01,37.25,22.5,2.037997007913829e-08
2022-10-01,37.25,22.75,2.0057080535052265e-08
2022-10-01,37.25,23.0,2.197451002641748e-08
2022-10-01,37.25,23.25,2.8264968451008392e-08
2022-10-01,37.25,23.5,2.806365484837705e-08
2022-10-01,37.25,23.75,2.6900040878752666e-08
2022-10-01,37.25,24.0,2.642739857887551e-08
2022-10-01,37.25,24.25,2.2548969450343932e-08
2022-10-01,37.25,24.5,1.8403558550471478e-08
2022-10-01,37.25,24.75,1.635637743082989e-08
2022-10-01,37.25,25.0,1.4678305092229385e-08
2022-10-01,37.25,25.25,9.512814015655233e-09
2022-10-01,37.25,25.5,8.673907385027712e-09
2022-10-01,37.25,25.75,7.328685205891084e-09
2022-10-01,37.25,26.0,9.544159006305408e-09
2022-10-01,37.25,26.25,1.1506238174010656e-08
2022-10-01,37.25,26.5,7.359626969925267e-09
2022-10-01,37.25,26.75,7.693609497763314e-09
2022-10-01,37.25,27.0,6.690971711689391e-09
2022-10-01,37.25,27.25,9.015007688432432e-09
2022-10-01,37.25,27.5,7.500461288673094e-09
2022-10-01,37.25,27.75,7.863355771283072e-09
2022-10-01,37.25,28.0,7.656539544841353e-09
2022-10-01,37.25,28.25,1.4572378100936125e-08
2022-10-01,37.5,19.0,1.0141542887109933e-08
2022-10-01,37.5,19.25,9.051770152992446e-09
2022-10-01,37.5,19.5,9.652619481670973e-09
2022-10-01,37.5,19.75,1.277545655728312e-08
2022-10-01,37.5,20.0,1.3750001567734017e-08
2022-10-01,37.5,20.25,1.3591308264020235e-08
2022-10-01,37.5,20.5,1.094147387980728e-08
2022-10-01,37.5,20.75,1.963734845583079e-08
2022-10-01,37.5,21.0,2.2801832613812e-08
2022-10-01,37.5,21.25,2.5101972567033547e-08
2022-10-01,37.5,21.5,2.6746154797630352e-08
2022-10-01,37.5,21.75,2.7199858133314962e-08
2022-10-01,37.5,22.0,2.9847811294973744e-08
2022-10-01,37.5,22.25,2.6632249229447696e-08
2022-10-01,37.5,22.5,2.9588421975480748e-08
2022-10-01,37.5,22.75,2.748485321204648e-08
2022-10-01,37.5,23.0,2.9640785764616243e-08
2022-10-01,37.5,23.25,3.1826068508464625e-08
2022-10-01,37.5,23.5,3.3287488079132275e-08
2022-10-01,37.5,23.75,3.3602614951743375e-08
2022-10-01,37.5,24.0,3.44156425090141e-08
2022-10-01,37.5,24.25,3.2626461792277484e-08
2022-10-01,37.5,24.5,2.3571075540612244e-08
2022-10-01,37.5,24.75,1.8462518258919493e-08
2022-10-01,37.5,25.0,1.9438508987971247e-08
2022-10-01,37.5,25.25,1.3404673044411344e-08
2022-10-01,37.5,25.5,1.2871761208428118e-08
2022-10-01,37.5,25.75,1.1577424118476882e-08
2022-10-01,37.5,26.0,1.260149593578367e-08
2022-10-01,37.5,26.25,8.64752860386305e-09
2022-10-01,37.5,26.5,1.27225643363164e-08
2022-10-01,37.5,26.75,1.1962034987485316e-08
2022-10-01,37.5,27.0,5.758540761837586e-09
2022-10-01,37.5,27.25,9.956316541300378e-09
2022-10-01,37.5,27.5,9.498307546572976e-09
2022-10-01,37.5,27.75,1.10670103089467e-08
2022-10-01,37.5,28.0,1.0150643591285282e-08
2022-10-01,37.5,28.25,8.726384204722735e-09
2022-10-01,37.75,19.0,9.997884384549987e-09
2022-10-01,37.75,19.25,1.154997871009837e-08
2022-10-01,37.75,19.5,1.1193492410466016e-08
2022-10-01,37.75,19.75,1.138475814815415e-08
2022-10-01,37.75,20.0,1.742132103248338e-08
2022-10-01,37.75,20.25,1.5877077745193063e-08
2022-10-01,37.75,20.5,1.5400887002052282e-08
2022-10-01,37.75,20.75,2.1814467067457568e-08
2022-10-01,37.75,21.0,2.66697593958116e-08
2022-10-01,37.75,21.25,2.8236166633984347e-08
2022-10-01,37.75,21.5,3.3834028443677584e-08
2022-10-01,37.75,21.75,3.3647579103032525e-08
2022-10-01,37.75,22.0,3.1071893824404665e-08
2022-10-01,37.75,22.25,3.578835161758934e-08
2022-10-01,37.75,22.5,3.5972506537814843e-08
2022-10-01,37.75,22.75,3.656581229151565e-08
2022-10-01,37.75,23.0,3.680620912800386e-08
2022-10-01,37.75,23.25,3.8266697776662046e-08
2022-10-01,37.75,23.5,4.17339461440591e-08
2022-10-01,37.75,23.75,4.212846206422357e-08
2022-10-01,37.75,24.0,4.08239108167484e-08
2022-10-01,37.75,24.25,3.733410249670247e-08
2022-10-01,37.75,24.5,3.074572582439064e-08
2022-10-01,37.75,24.75,2.2359769314969214e-08
2022-10-01,37.75,25.0,1.873715551246928e-08
2022-10-01,37.75,25.25,1.2489561343441662e-08
2022-10-01,37.75,25.5,1.4611413630396448e-08
2022-10-01,37.75,25.75,1.303567393369618e-08
2022-10-01,37.75,26.0,1.362774523977101e-08
2022-10-01,37.75,26.25,1.1875735288087592e-08
2022-10-01,37.75,26.5,1.3979602495081768e-08
2022-10-01,37.75,26.75,9.266655522527331e-09
2022-10-01,37.75,27.0,1.1365986123706448e-08
2022-10-01,37.75,27.25,1.0167091474879101e-08
2022-10-01,37.75,27.5,1.022212752331073e-08
